School,Leadership,Teachers,Other Staff,American Indian/Alaskan Native Count,American Indian/Alaskan Native Average Years in Title,American Indian/Alaskan Native Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American Count,Black/African American Average Years in Title,Black/African American Average Years at School,Hawaiian/Pacific Islander Count,Hawaiian/Pacific Islander Average Years in Title,Hawaiian/Pacific Islander Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School,American Indian/Alaskan Native Count 1,American Indian/Alaskan Native Average Years in Title 1,American Indian/Alaskan Native Average Years at School 1,Asian Count 1,Asian Average Years in Title 1,Asian Average Years at School 1,Black/African American  Count,Black/African American  Average Years in Title,Black/African American  Average Years at School,Hawaiian/Pacific Islander Count 1,Hawaiian/Pacific Islander Average Years in Title 1,Hawaiian/Pacific Islander Average Years at School 1,Hispanic Count 1,Hispanic Average Years in Title 1,Hispanic Average Years at School 1,White Count 1,Wite Average Years in Title,White Average Years at School 1,Multiple Count 1,Multiple Average Years in Title 1,Multiple Average Years at School 1,Unknown/Other Count 1,Unknown/Other Average Years in Title 1,Unknown/Other Average Years at School 1,American Indian/Alaskan Native Count 2,American Indian/Alaskan Native Average Years in Title 2,American Indian/Alaskan Native Average Years at School 2,Asian Count 2,Asian Average Years in Title 2,Asian Average Years at School 2,Black/African American Count 1,Black/African American Average Years in Title 1,Black/African American Average Years at School 1,Hawaiian/Pacific Islander Count 2,Hawaiian/Pacific Islander Average Years in Title 2,Hawaiian/Pacific Islander Average Years at School 2,Hispanic Count 2,Hispanic Average Years in Title 2,Hispanic Average Years at School 2,White Count 2,White Average Years in Title 1,White Average Years at School 2,Multiple Count 2,Multiple Average Years in Title 2,Multiple Average Years at School 2,Unknown/Other Count 2,Unknown/Other Average Years in Title 2,Unknown/Other Average Years at School 2
72X293,4,32,6,*,,,*,,,*,,,*,,,10,7.8,2.5,13,5.2,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X297,4,36,9,*,,,*,,,6,9.9,9.7,*,,,10,4.4,2.3,16,7.5,5.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,7.4,3.6,*,,,*,,,*,,
72X299,3,33,6,*,,,*,,,9,7.5,3.4,*,,,*,,,19,10.7,7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X312,3,36,7,*,,,*,,,6,10.2,5.6,*,,,11,9,3.5,18,11.8,6.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X319,1,14,3,*,,,*,,,5,20.5,9,*,,,*,,,9,16,8.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X320,3,38,12,*,,,5,5.5,2.2,9,4.8,2.1,*,,,9,3.8,2.5,14,8.9,3.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.8,3.9,*,,,*,,,*,,
72X329,2,22,5,*,,,*,,,*,,,*,,,6,6.1,4.3,11,9.4,5.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X334,3,28,9,*,,,6,10,7.2,*,,,*,,,9,8.9,4.9,10,9.8,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,15.9,5.9,*,,,*,,,*,,
72X342,3,48,6,*,,,*,,,*,,,*,,,28,10.9,5.4,10,10.2,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,11.3,5.7,*,,,*,,,*,,
72X348,3,27,7,*,,,*,,,*,,,*,,,8,9.2,3.5,9,8.1,2.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X349,3,35,11,*,,,*,,,*,,,*,,,9,9.3,1.9,19,8.5,3.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.6,2.1,*,,,*,,,*,,
72X350,2,25,10,*,,,*,,,8,9.8,2,*,,,7,7.2,2.7,8,2.9,2.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,14,3.7,*,,,*,,,*,,
72X351,3,47,11,*,,,*,,,*,,,*,,,13,3.6,2.3,21,9.6,2.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.7,2.9,*,,,*,,,*,,
72X353,3,46,13,*,,,*,,,*,,,*,,,11,5.4,2.9,27,3.6,2.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,5.9,3.2,*,,,*,,,*,,
72X361,2,38,13,*,,,*,,,9,3.3,2.3,*,,,13,3.6,2.1,14,4.8,2.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.9,3.6,*,,,6,3.4,3.4,*,,,*,,,*,,
72X365,2,25,4,*,,,*,,,*,,,*,,,15,5.2,2.3,9,3,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X374,3,35,7,*,,,*,,,*,,,*,,,6,7.1,3.5,21,5.6,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X376,2,35,11,*,,,*,,,8,16.1,5.9,*,,,14,14.3,6.4,8,7.4,6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8,4.3,*,,,*,,,*,,
72X377,2,14,2,*,,,*,,,5,19,7.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X379,2,16,3,*,,,*,,,*,,,*,,,*,,,9,10.4,5.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X381,2,15,2,*,,,*,,,*,,,*,,,6,5.1,1.8,5,6.7,5.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X388,2,36,4,*,,,*,,,*,,,*,,,16,6.6,4.3,17,6.1,2.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X397,3,22,9,*,,,*,,,*,,,*,,,5,15.5,3.5,15,8.7,3.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.4,5,*,,,*,,,*,,
72X403,4,30,9,*,,,9,12.5,4.8,*,,,*,,,*,,,12,5.7,1.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,13,11.2,*,,,*,,,*,,
72X404,2,20,11,*,,,*,,,11,13,9.2,*,,,*,,,6,12.1,8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,14.8,10.6,*,,,*,,,*,,
72X405,6,68,24,*,,,7,3.8,3.8,*,,,*,,,13,11.1,10.1,42,11.4,9.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,13,13.4,6.7,7,11.4,9.3,*,,,*,,
72X412,3,29,9,*,,,*,,,8,16.2,9.2,*,,,8,6.6,2.4,12,6,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11,5.4,*,,,*,,,*,,
72X413,4,37,8,*,,,*,,,7,7.9,3.6,*,,,17,11,6.8,12,10.1,5.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.1,4.6,*,,,*,,,*,,,*,,,*,,
72X418,4,34,11,*,,,*,,,14,8.2,3.6,*,,,5,7.9,7.1,9,9.3,4.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.3,2.7,*,,,*,,,*,,
72X427,3,25,8,*,,,*,,,*,,,*,,,6,5.9,5.4,15,10,5.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X432,3,31,9,*,,,*,,,*,,,*,,,14,2.9,2.1,12,2.6,2.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,6.9,3.5,*,,,*,,,*,,
72X433,3,32,9,*,,,*,,,*,,,*,,,14,11.9,5,13,15.2,9.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,12,8.8,*,,,*,,,*,,
72X434,2,29,10,*,,,*,,,8,13.6,7.4,*,,,8,14.6,5.1,11,12.9,9.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11.1,6.1,*,,,*,,,*,,
72X437,2,31,10,*,,,*,,,*,,,*,,,*,,,20,3.9,2.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,3.5,1.5,*,,,*,,,*,,
72X438,4,32,5,*,,,*,,,*,,,*,,,10,3.4,1.5,14,6.3,2.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X439,3,33,9,*,,,*,,,6,10.4,6.6,*,,,6,16.7,7.6,14,8.8,6.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11.6,9,*,,,*,,,*,,
72X440,8,83,15,*,,,*,,,17,7.5,5.4,*,,,24,4.8,3.1,36,7.3,5.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,5.4,4.7,*,,,*,,,*,,,*,,,*,,,*,,,8,11.9,2.6,*,,,*,,,*,,
72X442,3,32,10,*,,,*,,,8,15.1,10.2,*,,,11,8.4,6,12,10.6,8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.2,4.2,*,,,*,,,*,,
72X445,10,137,24,*,,,23,6.4,5.8,5,12.1,6.7,*,,,13,9.5,8.1,88,10.8,8.4,*,,,8,9.1,8.7,*,,,*,,,*,,,*,,,*,,,8,6,16.8,*,,,*,,,*,,,5,13.1,8.1,*,,,*,,,7,12.2,8.1,9,13.7,11.3,*,,,*,,
72X446,2,14,5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X452,4,51,17,*,,,5,5.9,1.4,11,15,1.8,*,,,15,10.6,3.2,18,9.3,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,7.8,3.2,*,,,*,,,*,,
72X455,10,129,35,*,,,*,,,31,10.5,8.3,*,,,22,11.5,7.6,69,9.8,8.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.3,17.3,*,,,*,,,*,,,*,,,7,20.7,13.4,*,,,12,18.1,9.3,12,14.9,12.8,*,,,*,,
72X473,3,27,10,*,,,*,,,5,7.1,4.1,*,,,5,7.3,1.5,17,7.1,5.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,13.5,8.5,*,,,*,,,*,,
72X477,3,32,9,*,,,5,6.2,6.2,*,,,*,,,8,10.2,6.4,17,11.4,7.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,9.6,7.3,*,,,*,,,*,,
72X478,3,25,6,*,,,*,,,7,2,1.7,*,,,*,,,11,5.6,3.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X479,2,24,9,*,,,*,,,8,7,4.1,*,,,8,6.2,2.6,6,8.2,2.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8.6,4.3,*,,,*,,,*,,
72X480,2,12,5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X495,3,27,8,*,,,*,,,8,10.5,9.6,*,,,8,12.6,10.7,8,9.9,9.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X500,3,38,9,*,,,5,5.8,4.2,10,10.9,8,*,,,9,12.2,8.9,13,15.3,12.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,19.2,12,*,,,*,,,*,,
72X505,4,58,11,*,,,*,,,15,7.8,5.5,*,,,20,7,4.1,21,7.1,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,6.9,4.6,*,,,*,,,*,,
72X508,2,43,5,*,,,*,,,7,5.4,2.9,*,,,10,3.7,2.2,23,5.6,3.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X509,3,32,6,*,,,*,,,*,,,*,,,6,9.4,2.7,17,6.9,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X511,3,35,10,*,,,*,,,7,7.1,3.4,*,,,12,9.6,3.9,13,8,3.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X513,3,25,6,*,,,*,,,*,,,*,,,5,7,6.7,16,7.6,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X514,3,22,6,*,,,*,,,*,,,*,,,5,12,7.4,13,7.2,7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X517,2,30,6,*,,,*,,,11,8.5,5.4,*,,,8,7,4,8,11.9,6.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X521,2,34,7,*,,,*,,,8,8.8,3.5,*,,,9,8.6,3.8,16,6.1,3.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X522,3,39,14,*,,,*,,,15,13.4,4.4,*,,,6,12,4.3,13,5.8,2.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,6.1,3.3,*,,,*,,,*,,
72X524,3,26,5,*,,,6,9.3,4.3,*,,,*,,,7,6.5,2.8,10,5.5,2.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X525,3,42,18,*,,,7,4.4,3.9,14,5.1,3.3,*,,,9,8.4,5.5,9,4.8,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,16.6,12.5,*,,,10,10.1,9.4,*,,,*,,,*,,
72X527,4,43,13,*,,,*,,,19,7.5,4.5,*,,,7,6.3,2.3,16,7.6,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,10.6,3.2,*,,,6,11.2,4.7,*,,,*,,,*,,
72X530,3,32,9,*,,,*,,,10,9.1,2.3,*,,,10,4,1.9,9,6.5,3.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X542,3,31,7,*,,,*,,,*,,,*,,,11,13.1,8.7,15,9.5,6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X543,3,17,2,*,,,*,,,*,,,*,,,*,,,5,14,4.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X544,3,27,8,*,,,*,,,7,20.8,9.4,*,,,8,17.9,8.1,9,17.1,6.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.1,5.4,*,,,*,,,*,,
72X545,2,23,10,*,,,*,,,7,14.4,7.2,*,,,*,,,11,11.9,3.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,13.5,4.8,*,,,*,,,*,,
72X546,3,23,4,*,,,*,,,6,12.3,3.4,*,,,5,13.1,7.4,11,11.2,8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X548,3,38,10,*,,,*,,,10,14.4,5.8,*,,,13,11.2,5.2,12,16.4,7.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,10.6,7.4,*,,,*,,,*,,
72X549,3,32,7,*,,,5,12.4,8.6,*,,,*,,,6,11.7,7.2,15,7.2,4.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,9.9,9.9,*,,,*,,,*,,
72X550,3,31,8,*,,,*,,,*,,,*,,,13,10.7,5,9,5.5,5.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X551,4,57,16,*,,,5,11.1,5,9,5.3,2.5,*,,,11,3.9,3.3,29,6,3.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,4.9,3.3,*,,,8,6.1,6.1,*,,,*,,,*,,
72X557,3,23,5,*,,,*,,,8,12.3,2.4,*,,,6,10.8,4.5,6,11.2,4.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
72X558,3,39,12,*,,,6,8.6,1.3,*,,,*,,,14,4.9,1.7,15,5.2,1.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,6.7,3.9,*,,,*,,,*,,
72X561,3,31,9,*,,,*,,,10,16,2.2,*,,,9,9.1,3.1,8,5.9,2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.7,2.1,*,,,*,,,*,,
72X564,3,27,8,*,,,*,,,*,,,*,,,6,9.3,3.6,17,7.2,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,3.2,2,*,,,*,,,*,,
72X565,3,31,8,*,,,*,,,15,10.8,2.4,*,,,8,6.6,2,7,7.8,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,12.9,1.8,*,,,*,,,*,,,*,,,*,,
72X600,5,39,11,*,,,*,,,9,20.6,19.1,*,,,14,12.6,8.9,11,9,5.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,12.9,11,*,,,*,,,*,,
72X670,4,32,10,*,,,*,,,5,10.9,4.9,*,,,7,15.1,11.3,13,11.4,7.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,9.8,7.9,*,,,*,,,*,,
72X682,4,35,12,*,,,*,,,*,,,*,,,12,8.2,5.4,20,10.6,7.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,10.6,6.2,*,,,*,,,*,,
72X684,3,32,9,*,,,*,,,17,14.6,8.5,*,,,5,10.4,7.5,6,10.1,8.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,16.6,14.9,*,,,*,,,*,,
72X696,2,25,4,*,,,*,,,*,,,*,,,*,,,16,17.8,13.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K122,5,31,13,*,,,*,,,21,12.4,3.6,*,,,*,,,8,13.7,5.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,4.1,3.4,*,,,*,,,*,,,*,,,*,,
73K168,4,18,3,*,,,5,7.4,5.5,5,7.2,6.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K337,3,24,5,*,,,9,10.3,4.3,*,,,*,,,*,,,12,9.2,7.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K348,2,17,5,*,,,*,,,8,14.2,5.1,*,,,*,,,7,3.4,1.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K350,3,14,3,*,,,*,,,*,,,*,,,*,,,7,5.8,4.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K382,4,21,9,*,,,*,,,12,9,4.3,*,,,*,,,5,8.5,2.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,9.3,6.1,*,,,*,,,*,,,*,,,*,,
73K403,3,22,14,*,,,*,,,7,7.1,5.3,*,,,*,,,8,6.4,5.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,12.5,8.2,*,,,*,,,*,,
73K404,3,49,15,*,,,*,,,20,5.7,1.6,*,,,6,8.4,3.4,17,8.5,5.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,3.4,3.3,*,,,*,,,*,,,*,,,*,,
73K405,14,208,49,*,,,13,4.4,2.8,39,12.9,7.4,*,,,12,13.5,9.8,140,11.5,9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11.1,17.6,*,,,*,,,*,,,*,,,9,9.9,4.6,*,,,*,,,24,12.1,9,*,,,5,6.6,6.5
73K408,2,18,5,*,,,*,,,12,6.8,1.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K409,2,39,11,*,,,5,10.5,7.7,24,13.9,8.3,*,,,*,,,7,13.2,8.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,10.1,8.8,*,,,*,,,*,,,*,,,*,,
73K412,3,39,6,*,,,5,6.4,4.8,14,9.2,6.2,*,,,*,,,15,6.5,4.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,16.2,7.5,*,,,*,,,*,,,*,,,*,,
73K419,3,36,11,*,,,*,,,13,13.5,7.8,*,,,5,8.4,2.2,10,13.8,8.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5,5,*,,,*,,,*,,,*,,,*,,
73K425,10,217,65,*,,,11,5.6,2.3,34,12.6,7.6,*,,,13,10,7.5,156,12.3,8.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.4,14.6,*,,,*,,,*,,,*,,,15,11,9.8,*,,,8,9,9.7,33,11.4,8.3,*,,,7,5.0,4.4
73K439,2,24,3,*,,,*,,,*,,,*,,,*,,,18,12.4,10,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K445,12,209,56,*,,,37,8.6,6.3,15,15.2,9.4,*,,,20,10.4,7.5,132,12.2,10,*,,,5,5,4.1,*,,,*,,,*,,,*,,,*,,,11,9.8,12.7,*,,,*,,,*,,,7,11.5,11.2,*,,,*,,,6,12.3,11.4,37,14,11.3,*,,,*,,
73K448,2,61,22,*,,,*,,,14,8.4,6.2,*,,,6,4.7,3.5,39,10.2,7.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,6.7,4.2,*,,,6,10.5,8.9,6,12.1,8,*,,,*,,
73K488,3,35,6,*,,,*,,,7,11.7,6.5,*,,,6,6.1,3.8,18,8.1,4.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K493,3,21,7,*,,,*,,,10,11.7,5,*,,,*,,,7,8.8,5.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,8.9,6.2,*,,,*,,,*,,,*,,,*,,
73K502,2,18,6,*,,,*,,,11,6.8,3.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K504,3,15,5,*,,,*,,,11,17.1,8.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
73K505,13,207,69,*,,,33,8,5.7,25,13.1,9.7,*,,,29,10.4,8.6,107,11.3,9,*,,,13,6.1,4.8,*,,,*,,,*,,,*,,,*,,,12,6.8,12.2,*,,,*,,,*,,,12,17.8,15.3,7,14,6.9,*,,,12,8.8,8,35,10,9.7,*,,,*,,
73K507,3,28,7,*,,,*,,,12,12.6,8.2,*,,,5,18.3,8,6,7.2,6.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
