School,Leadership,Teachers,Other Staff,American Indian/Alaskan Native Count,American Indian/Alaskan Native Average Years in Title,American Indian/Alaskan Native Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American Count,Black/African American Average Years in Title,Black/African American Average Years at School,Hawaiian/Pacific Islander Count,Hawaiian/Pacific Islander Average Years in Title,Hawaiian/Pacific Islander Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other Count,Unknown/Other Average Years in Title,Unknown/Other Average Years at School,American Indian/Alaskan Native Count 1,American Indian/Alaskan Native Average Years in Title 1,American Indian/Alaskan Native Average Years at School 1,Asian Count 1,Asian Average Years in Title 1,Asian Average Years at School 1,Black/African American  Count,Black/African American  Average Years in Title,Black/African American  Average Years at School,Hawaiian/Pacific Islander Count 1,Hawaiian/Pacific Islander Average Years in Title 1,Hawaiian/Pacific Islander Average Years at School 1,Hispanic Count 1,Hispanic Average Years in Title 1,Hispanic Average Years at School 1,White Count 1,Wite Average Years in Title,White Average Years at School 1,Multiple Count 1,Multiple Average Years in Title 1,Multiple Average Years at School 1,Unknown/Other Count 1,Unknown/Other Average Years in Title 1,Unknown/Other Average Years at School 1,American Indian/Alaskan Native Count 2,American Indian/Alaskan Native Average Years in Title 2,American Indian/Alaskan Native Average Years at School 2,Asian Count 2,Asian Average Years in Title 2,Asian Average Years at School 2,Black/African American Count 1,Black/African American Average Years in Title 1,Black/African American Average Years at School 1,Hawaiian/Pacific Islander Count 2,Hawaiian/Pacific Islander Average Years in Title 2,Hawaiian/Pacific Islander Average Years at School 2,Hispanic Count 2,Hispanic Average Years in Title 2,Hispanic Average Years at School 2,White Count 2,White Average Years in Title 1,White Average Years at School 2,Multiple Count 2,Multiple Average Years in Title 2,Multiple Average Years at School 2,Unknown/Other Count 2,Unknown/Other Average Years in Title 2,Unknown/Other Average Years at School 2
01M015,2,23,11,*,,,*,,,*,,,*,,,*,,,17,7.6,4.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,7.2,5.7,*,,,*,,,*,,
01M019,2,39,8,*,,,*,,,*,,,*,,,9,10.6,9.3,26,9.7,7.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,9.3,8.1,*,,,*,,
01M020,2,35,17,*,,,11,6.1,4.6,*,,,*,,,7,11.6,8.5,15,9.3,5.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,8.3,5.8,*,,,*,,,*,,
01M034,2,33,12,*,,,*,,,*,,,*,,,10,8.3,5.9,20,4.1,2.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,10.8,8.4,*,,,*,,,*,,
01M063,2,24,16,*,,,*,,,*,,,*,,,*,,,17,5.4,2.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,12.1,8.9,5,12.8,10.7,*,,,*,,
01M064,2,23,12,*,,,*,,,*,,,*,,,*,,,20,9.2,6.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,13.2,10.6,*,,,*,,,*,,
01M110,2,26,8,*,,,*,,,*,,,*,,,*,,,20,8.9,7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
01M134,2,31,18,*,,,5,11.1,9,*,,,*,,,*,,,20,11.4,8.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,16.1,7,*,,,*,,,7,14.9,4.4,*,,,*,,,*,,
01M140,1,39,15,*,,,*,,,*,,,*,,,11,11.4,8.8,21,9.8,6.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,11.7,7.5,*,,,*,,,*,,
01M142,2,38,21,*,,,5,7.4,5,5,3.4,0.8,*,,,8,6.1,5.5,20,5.2,2.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,15,11,9.3,*,,,*,,,*,,
01M184,3,55,20,*,,,40,5.8,5,*,,,*,,,*,,,14,6.6,4.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,6.4,5.8,*,,,*,,,5,5.3,3.2,*,,,*,,,*,,
01M188,2,39,24,*,,,*,,,8,14.4,4.6,*,,,16,8.8,7,11,13.6,11.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,2.9,2.9,*,,,12,5.8,5.3,5,10.4,7.1,*,,,*,,
01M315,2,23,12,*,,,*,,,*,,,*,,,*,,,17,7.4,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,17,11.1,*,,,*,,,*,,
01M332,2,30,11,*,,,6,5.4,3.5,*,,,*,,,*,,,15,6.6,3.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,7.7,3.6,*,,,*,,,*,,
01M361,1,28,9,*,,,*,,,*,,,*,,,5,13,9.4,14,11.3,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,14,8.2,*,,,*,,,*,,
01M363,1,24,11,*,,,*,,,*,,,*,,,*,,,13,11.8,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,17.3,9,*,,,*,,,*,,,*,,,*,,
01M364,1,30,16,*,,,*,,,5,9.5,7.7,*,,,*,,,19,10.1,7.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11,8.4,*,,,*,,,*,,
01M378,2,25,3,*,,,5,4.4,4,*,,,*,,,*,,,16,5.5,3.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
01M839,2,30,10,*,,,*,,,7,9.4,6.2,*,,,*,,,17,10.8,7.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.1,6.8,*,,,*,,,*,,
02M001,1,25,15,*,,,17,18.6,16.8,*,,,*,,,*,,,5,11.4,11.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,7,5,*,,,6,10.7,7.9,*,,,*,,,*,,
02M002,1,42,29,*,,,19,11.1,10.1,*,,,*,,,*,,,15,12.2,10.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,12,7.1,5,*,,,*,,,9,6.9,5.2,*,,,*,,,*,,
02M003,2,51,22,*,,,7,13,12.1,*,,,*,,,*,,,40,10.7,8.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,11.6,8.5,6,6.6,4.7,*,,,*,,
02M006,3,40,14,*,,,*,,,*,,,*,,,*,,,36,10.3,9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,14.4,11.8,*,,,*,,
02M011,3,57,19,*,,,*,,,*,,,*,,,*,,,48,8.5,5.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,6.5,4.9,*,,,*,,,*,,
02M033,2,39,20,*,,,*,,,*,,,*,,,*,,,28,8.3,6.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,9.9,4.8,*,,,5,9.8,9,*,,,*,,,*,,
02M040,2,40,11,*,,,*,,,*,,,*,,,5,14.4,8.7,32,10.2,8.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,8.3,4.7,*,,,*,,
02M041,2,45,19,*,,,9,9.5,8.2,*,,,*,,,*,,,30,12.8,10.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,12.1,9.8,9,10.8,8.6,*,,,*,,
02M042,2,54,17,*,,,39,13.6,13.3,*,,,*,,,*,,,10,9,8.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,11.6,10.5,*,,,*,,,5,8.6,7.9,*,,,*,,,*,,
02M051,1,37,21,*,,,*,,,*,,,*,,,*,,,27,7.3,4.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,10.4,8.4,8,9.4,2.9,*,,,*,,
02M059,2,43,14,*,,,*,,,*,,,*,,,*,,,35,7.8,6.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,5,5,*,,,*,,,*,,
02M077,2,17,8,*,,,*,,,*,,,*,,,*,,,15,9.9,7.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.5,4.2,*,,,*,,
02M089,2,29,13,*,,,5,14.9,11.1,*,,,*,,,*,,,23,12.1,9.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M104,4,69,14,*,,,9,11.5,9.8,*,,,*,,,6,12.3,9.3,52,8.2,5.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,9.7,7.7,*,,,*,,,*,,
02M111,2,36,17,*,,,*,,,*,,,*,,,6,10.4,10,23,10.3,9.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.6,4.3,*,,,7,8.8,7.9,*,,,*,,,*,,
02M114,2,30,4,*,,,*,,,*,,,*,,,*,,,24,11.3,9.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M116,2,33,18,*,,,9,10.3,9.3,*,,,*,,,*,,,20,12.3,11.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,8.4,6.2,7,13.9,13.4,*,,,*,,
02M124,2,47,14,*,,,25,17.9,16,*,,,*,,,*,,,19,10,9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,13.2,12.7,*,,,*,,,5,16.3,13.6,*,,,*,,,*,,
02M126,3,61,16,*,,,10,13,12.3,*,,,*,,,8,11,7.8,39,11.5,10.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,6.5,4.5,*,,,*,,
02M130,2,53,14,*,,,32,11.8,11.1,*,,,*,,,5,11.9,11.9,15,14.1,12,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,15.7,11.5,*,,,*,,,*,,,*,,,*,,,*,,
02M131,2,29,12,*,,,13,10.2,8.2,*,,,*,,,*,,,14,13.8,11.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M150,1,8,5,*,,,*,,,*,,,*,,,*,,,5,16.2,12,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M151,2,36,19,*,,,*,,,*,,,*,,,*,,,32,7,4.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,9.6,6.1,7,6.9,4.6,*,,,*,,
02M158,2,53,21,*,,,*,,,*,,,*,,,*,,,49,5.3,4.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,13.1,10,5,7.5,5.3,*,,,*,,
02M167,4,90,19,*,,,6,8.6,7.7,5,15.8,9,*,,,6,6.8,4.1,72,8.8,5.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,15.3,13.2,8,9.1,7,*,,,*,,
02M177,2,20,6,*,,,*,,,*,,,*,,,*,,,16,6.6,3.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M183,2,38,17,*,,,*,,,*,,,*,,,*,,,32,10.9,8.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,16.4,9.5,*,,,6,14.4,11,5,8.6,9.5,*,,,*,,
02M198,2,40,17,*,,,5,7.9,7.3,*,,,*,,,*,,,28,7.1,5.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,21.2,18,*,,,*,,,*,,
02M212,1,20,7,*,,,*,,,*,,,*,,,*,,,15,8.3,7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M217,2,42,15,*,,,*,,,*,,,*,,,6,7.2,3.8,32,7.1,6.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,5.4,4.9,*,,,6,6.6,7.2,*,,,*,,,*,,
02M225,2,27,10,*,,,*,,,*,,,*,,,5,11.1,8.9,19,8.8,6.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M234,2,48,14,*,,,*,,,*,,,*,,,*,,,41,6.6,5.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,4.6,3.6,*,,,*,,
02M255,2,25,5,*,,,*,,,*,,,*,,,*,,,21,9.7,7.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M260,3,51,8,*,,,6,5.5,3.3,*,,,*,,,*,,,34,7.1,2.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M267,2,30,10,*,,,*,,,*,,,*,,,*,,,23,6.5,3.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M276,2,62,27,*,,,8,11,5.7,*,,,*,,,*,,,48,8.5,5.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,7.1,5.5,12,5.9,5.3,*,,,*,,
02M281,2,30,13,*,,,*,,,*,,,*,,,*,,,25,3.5,2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,10.3,3.2,*,,,*,,,*,,
02M289,2,18,3,*,,,*,,,*,,,*,,,*,,,13,11.1,7.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M290,2,41,14,*,,,*,,,*,,,*,,,*,,,36,9.1,8.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,7.2,5.8,*,,,*,,,*,,
02M297,3,60,6,*,,,*,,,7,5.3,0.6,*,,,6,8.9,0.5,43,7.5,0.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M312,2,40,8,*,,,*,,,*,,,*,,,*,,,30,8.5,6.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,14.6,11.6,*,,,*,,
02M340,2,31,13,*,,,*,,,*,,,*,,,*,,,26,5.7,1.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,5.8,2.9,5,3.7,2.7,*,,,*,,
02M343,2,35,13,*,,,*,,,*,,,*,,,*,,,23,6.3,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M347,2,43,8,*,,,*,,,5,19.3,12.8,*,,,*,,,35,10.6,5.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M397,3,40,15,*,,,*,,,*,,,*,,,*,,,28,7.3,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,3.8,3.2,*,,,*,,,*,,
02M413,3,50,15,*,,,*,,,7,6.8,4.3,*,,,*,,,37,9.4,6.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.2,6.8,*,,,*,,
02M422,3,48,10,*,,,*,,,6,8.2,3.8,*,,,5,9,3.9,32,9.4,4.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M442,1,10,2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M527,2,33,8,*,,,*,,,*,,,*,,,*,,,26,5.3,3.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M546,3,37,12,*,,,*,,,*,,,*,,,*,,,25,6,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,10.7,5,*,,,*,,
02M896,2,31,8,*,,,6,8.7,5,*,,,*,,,*,,,17,9.5,5.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
02M933,2,15,6,*,,,*,,,*,,,*,,,*,,,10,4.6,2.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M009,2,43,22,*,,,*,,,*,,,*,,,*,,,33,9.5,6.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,9,9,8.1,*,,,10,11.3,10,*,,,*,,,*,,
03M054,2,57,19,*,,,*,,,*,,,*,,,6,20.9,16.4,46,10.7,9.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,11,12.1,8.7,*,,,*,,,*,,
03M075,3,76,20,*,,,*,,,8,14.6,11.7,*,,,24,8.2,6.1,35,8.6,6.5,*,,,5,6.6,4.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,8.4,5.4,*,,,9,6.2,5.7,*,,,*,,,*,,
03M076,3,27,9,*,,,*,,,14,15.5,9.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,13.4,11.8,*,,,*,,,*,,,*,,,*,,
03M084,3,52,20,*,,,6,9,8.4,*,,,*,,,14,8.1,5.9,27,10.4,7.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,7.5,6.7,*,,,9,4.6,2.9,*,,,*,,,*,,
03M087,3,55,27,*,,,*,,,*,,,*,,,5,13,7.3,42,15.3,12.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,7,11.1,9.2,*,,,10,13.1,9.4,9,14.2,9.5,*,,,*,,
03M145,2,38,22,*,,,*,,,*,,,*,,,8,18.5,15.1,22,6.4,3.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,7.6,6.1,*,,,7,16.3,13.3,7,1.4,1.5,*,,,*,,
03M149,2,26,9,*,,,*,,,*,,,*,,,*,,,13,3.5,1.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,18.2,9,*,,,*,,,*,,,*,,,*,,
03M163,2,47,18,*,,,*,,,*,,,*,,,11,12.7,9.6,30,11.5,8.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,7.1,4.5,*,,,9,13.2,10.4,*,,,*,,,*,,
03M165,3,37,10,*,,,*,,,*,,,*,,,9,6.3,6.1,23,6.5,5.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,13.7,9.9,*,,,*,,,*,,
03M166,2,39,10,*,,,*,,,*,,,*,,,*,,,34,8.2,6.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M180,3,43,13,*,,,*,,,9,14.4,11.6,*,,,8,13.1,12.2,25,6.6,4.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,8,13.5,8.9,*,,,*,,,*,,,*,,,*,,
03M185,2,33,13,*,,,*,,,5,16.4,10.7,*,,,8,8.2,2.7,17,5.4,2.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,10.2,6,*,,,*,,,*,,
03M191,3,50,24,*,,,5,7.8,3.8,9,15.3,9.7,*,,,6,12.3,8.1,27,7.4,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,10,13.6,8.1,*,,,7,7.9,7.1,*,,,*,,,*,,
03M199,3,53,30,*,,,*,,,*,,,*,,,*,,,43,11.2,8.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,14,14.5,10.7,8,16.7,12.7,*,,,*,,
03M241,1,15,10,*,,,*,,,6,9.2,3.8,*,,,*,,,5,7.3,2.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M242,1,19,7,*,,,*,,,7,19.2,9.9,*,,,5,3.6,2.6,5,6.5,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M243,1,14,1,*,,,*,,,*,,,*,,,*,,,9,19.8,15.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M245,2,25,4,*,,,*,,,*,,,*,,,*,,,16,10.9,8.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M247,2,22,2,*,,,*,,,*,,,*,,,10,5.7,3.7,10,4.7,2.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M250,1,15,3,*,,,*,,,*,,,*,,,*,,,10,10.1,9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M256,1,16,6,*,,,*,,,*,,,*,,,*,,,11,8.1,5.9,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M258,2,23,6,*,,,*,,,*,,,*,,,*,,,21,8.3,4.7,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M291,3,37,6,*,,,*,,,*,,,*,,,*,,,28,5.1,1.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M333,3,52,37,*,,,*,,,*,,,*,,,*,,,45,8.1,6.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,8.3,10.3,10,12.2,10.9,*,,,14,9.6,9.4,6,8.8,8.5,*,,,*,,
03M334,2,29,3,*,,,*,,,*,,,*,,,*,,,25,11.5,6.3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M421,2,20,5,*,,,*,,,5,6.6,4,*,,,8,2.9,2.1,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M452,1,30,13,*,,,5,7.1,4.9,*,,,*,,,*,,,18,8.2,3.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,3.9,2.5,*,,,*,,,*,,
03M859,2,24,4,*,,,5,10.4,2.4,*,,,*,,,*,,,17,9.8,3.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
03M860,3,29,10,*,,,*,,,11,6,1.5,*,,,5,5.7,2.2,11,6.9,2.4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,8.7,8.3,*,,,*,,,*,,,*,,,*,,
03M862,2,32,8,*,,,*,,,*,,,*,,,7,5.6,3.7,21,6.3,4.6,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M007,1,39,12,*,,,*,,,*,,,*,,,10,8.6,6.2,23,10.9,9.2,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,16.3,12.4,*,,,*,,,*,,
04M012,3,25,8,*,,,6,6.1,3.3,*,,,*,,,*,,,10,6.1,3.5,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M037,1,26,9,*,,,*,,,*,,,*,,,*,,,18,5.2,3.8,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,
04M038,2,25,16,*,,,*,,,5,10.5,5.1,*,,,10,2.9,1.8,7,4.3,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,6,1.5,1.5,*,,,8,14.4,9.4,*,,,*,,,*,,
